START,END,DEVICEID,TODAY,OFFICER_ONE:LOGO,OFFICER_ONE:RECORDER,OFFICER_ONE:OTHER_RECORDER,OFFICER_TWO:ESTIMATOR,OFFICER_TWO:OTHER_ESTIMATOR,DISTRICT,PROP:PROPERTY,PROP:NOT_PASTORAL_NAME2,GROUP_SITE:SITE,GROUP_SITE:SITE_TEXT,GROUP_SITE:SITE_FINAL,GROUP_SITE_PHOTO:PHOTO_OFF,GPS_SELECT,OFFSET1:OFFSET_GPS1:Latitude,OFFSET1:OFFSET_GPS1:Longitude,OFFSET1:OFFSET_GPS1:Altitude,OFFSET1:OFFSET_GPS1:Accuracy,OFFSET1:OFFSET_DIRECTION1,CENTRE_GPS1:Latitude,CENTRE_GPS1:Longitude,CENTRE_GPS1:Altitude,CENTRE_GPS1:Accuracy,EXT_GPS_COORD_OFFSET2:OFFSET_DIRECTION2,EXT_GPS_COORD_OFFSET2:EXT_GPS_COORD_OFFSET_LAT2,EXT_GPS_COORD_OFFSET2:EXT_GPS_COORD_OFFSET_LONG2,EXT_GPS_COORD_CENTRE2:EXT_GPS_COORD_CENTRE_LAT2,EXT_GPS_COORD_CENTRE2:EXT_GPS_COORD_CENTRE_LONG2,GROUP_TRAN_PHOTO:PHOTO_C,GROUP_TRAN_PHOTO:PHOTO_N,GROUP_TRAN_PHOTO:PHOTO_NE,GROUP_TRAN_PHOTO:PHOTO_SW,GROUP_TRAN_PHOTO:PHOTO_S,GROUP_TRAN_PHOTO:PHOTO_SE,GROUP_TRAN_PHOTO:PHOTO_NW,TRAN1,REPEAT_points_1_count,REPEAT_points_1,BAREG_COUNT1,GRAV_COUNT1,RCK_COUNT1,ASHH_COUNT1,LIT_COUNT1,CRYP_COUNT1,DAG_COUNT1,DPG_COUNT1,DF_COUNT1,GAG_COUNT1,GPG_COUNT1,GF_COUNT1,ABOVEG_COUNT1,ABOVEB_COUNT1,ABOVED_COUNT1,ABOVEIC_COUNT1,ABOVENIC_COUNT1,BELOWG_COUNT1,BELOWB_COUNT1,BELOWD_COUNT1,BELOWN_COUNT1,TRANSECT_1_SUMMARY_GROUND,TRAN2,REPEAT_points_2_count,REPEAT_points_2,BAREG_COUNT2,GRAV_COUNT2,ASHH_COUNT2,RCK_COUNT2,LIT_COUNT2,CRYP_COUNT2,DAG_COUNT2,DPG_COUNT2,DF_COUNT2,GAG_COUNT2,GPG_COUNT2,GF_COUNT2,ABOVEG_COUNT2,ABOVEB_COUNT2,ABOVED_COUNT2,ABOVEIC_COUNT2,ABOVENIC_COUNT2,BELOWG_COUNT2,BELOWB_COUNT2,BELOWD_COUNT2,BELOWN_COUNT2,TRANSECT_2_SUMMARY,TRAN3,REPEAT_points_3_count,REPEAT_points_3,BAREG_COUNT3,GRAV_COUNT3,ASHH_COUNT3,RCK_COUNT3,LIT_COUNT3,CRYP_COUNT3,DAG_COUNT3,DPG_COUNT3,DF_COUNT3,GAG_COUNT3,GPG_COUNT3,GF_COUNT3,ABOVEG_COUNT3,ABOVEB_COUNT3,ABOVED_COUNT3,ABOVEIC_COUNT3,ABOVENIC_COUNT3,BELOWG_COUNT3,BELOWB_COUNT3,BELOWD_COUNT3,BELOWN_COUNT3,TRANSECT_3_SUMMARY,BAREG_COUNT,ASHH_COUNT,RCK_COUNT,GRAV_COUNT,LIT_COUNT,CRYP_COUNT,DAG_COUNT,DPG_COUNT,DF_COUNT,GAG_COUNT,GPG_COUNT,GF_COUNT,UP_MID_COUNT,EXPOSED_GROUND_SUM,LIT_SUM,VEG_SUM,VEG_SUM_ROUND,PG_SUM,AG_SUM,F_SUM,PG_SUM_PROP,AG_SUM_PROP,F_SUM_PROP,SITE_COVER_FRACTIONS:TOTAL_COVER,SITE_COVER_FRACTIONS:SITE_COVER_ADJ,SITE_COVER_FRACTIONS:LITTER_ADJUSTED,SITE_COVER_FRACTIONS:EXPOSED_GROUND_ADJUSTED,SITE_COVER_FRACTIONS:TOTAL_VEG_ADJUSTED,SITE_COVER_FRACTIONS:SITE_ADJ,SITE_COVER_FRACTIONS:SITE_ADJ_COMPARE,SITE_COVER_FRACTIONS:ADJ_SITE_NOTE,SITE_VEG_FRACTIONS:TOTAL_VEG_FRACTION,SITE_VEG_FRACTIONS:VEG_COVER_ADJUST,SITE_VEG_FRACTIONS:PG_TOTAL_ADJUSTED,SITE_VEG_FRACTIONS:AG_TOTAL_ADJUSTED,SITE_VEG_FRACTIONS:F_TOTAL_ADJUSTED,SITE_VEG_FRACTIONS:VEG_ADJ,SITE_VEG_FRACTIONS:VEG_ADJ_COMPARE,SITE_VEG_FRACTIONS:VEG_ADJ_NOTE,VEG_LIST,PG_SP:PG_SP1:FINAL_PG_COVER,PG_SP:PG_SP1:PG_REP_NOTE1,PG_SP:PG_SP1:PG_NOT_REP_NOTE1,PG_SP:PG_SP1:PG1,PG_SP:PG1_other,PG_SP:PG1_NAME,PG_SP:PG2,PG_SP:PG2_other,PG_SP:PG2_NAME,PG_SP:PG3,PG_SP:PG3_other,PG_SP:PG3_NAME,PG_SP:PG4,PG_SP:PG4_other,PG_SP:PG4_NAME,PG_SP:PG5,PG_SP:PG5_other,PG_SP:PG5_NAME,PG_SP:PG6,PG_SP:PG6_other,PG_SP:PG6_NAME,PG_SP:PG7,PG_SP:PG7_other,PG_SP:PG7_NAME,PG_SP:PG8,PG_SP:PG8_other,PG_SP:PG8_NAME,PG_SP:PG9,PG_SP:PG9_other,PG_SP:PG9_NAME,PG_SP:PG10,PG_SP:PG10_other,PG_SP:PG10_NAME,PG_COVER:PG_FRAC_FINAL,PG_COVER:PG_REP_NOTE2,PG_COVER:PG_SP1_COVER,PG_COVER:PG_SP2_COVER,PG_COVER:PG_SP3_COVER,PG_COVER:PG_SP4_COVER,PG_COVER:PG_SP5_COVER,PG_COVER:PG_SP6_COVER,PG_COVER:PG_SP7_COVER,PG_COVER:PG_SP8_COVER,PG_COVER:PG_SP9_COVER,PG_COVER:PG_SP10_COVER,PG_COVER:TOTAL_PG_COVER,PG_COVER:PG_COMPARE,PG_COVER:PG_COMPARE_ROUND,PG_COVER:PG_COMPARISON,AG_SP:AG_SP1:AG_REP_NOTE1,AG_SP:AG_SP1:AG_NOT_REP_NOTE1,AG_SP:AG_SP1:AG1,AG_SP:AG1_other,AG_SP:AG1_NAME,AG_SP:AG2,AG_SP:AG2_other,AG_SP:AG2_NAME,AG_SP:AG3,AG_SP:AG3_other,AG_SP:AG3_NAME,AG_SP:AG4,AG_SP:AG4_other,AG_SP:AG4_NAME,AG_SP:AG5,AG_SP:AG5_other,AG_SP:AG5_NAME,AG_SP:AG6,AG_SP:AG6_other,AG_SP:AG6_NAME,AG_SP:AG7,AG_SP:AG7_other,AG_SP:AG7_NAME,AG_SP:AG8,AG_SP:AG8_other,AG_SP:AG8_NAME,AG_SP:AG9,AG_SP:AG9_other,AG_SP:AG9_NAME,AG_SP:AG10,AG_SP:AG10_other,AG_SP:AG10_NAME,AG_COVER:AG_FRAC_FINAL,AG_COVER:AG_REP_NOTE2,AG_COVER:AG_SP1_COVER,AG_COVER:AG_SP2_COVER,AG_COVER:AG_SP3_COVER,AG_COVER:AG_SP4_COVER,AG_COVER:AG_SP5_COVER,AG_COVER:AG_SP6_COVER,AG_COVER:AG_SP7_COVER,AG_COVER:AG_SP8_COVER,AG_COVER:AG_SP9_COVER,AG_COVER:AG_SP10_COVER,AG_COVER:TOTAL_AG_COVER,AG_COVER:AG_COMPARE,AG_COVER:AG_COMPARE_ROUND,AG_COVER:AG_COMPARISON,F_SP:F_SP1:F_REP_NOTE1,F_SP:F_SP1:F_NOT_REP_NOTE1,F_SP:F_SP1:F1,F_SP:F1_other,F_SP:F1_NAME,F_SP:F2,F_SP:F2_other,F_SP:F2_NAME,F_SP:F3,F_SP:F3_other,F_SP:F3_NAME,F_SP:F4,F_SP:F4_other,F_SP:F4_NAME,F_SP:F5,F_SP:F5_other,F_SP:F5_NAME,F_SP:F6,F_SP:F6_other,F_SP:F6_NAME,F_SP:F7,F_SP:F7_other,F_SP:F7_NAME,F_SP:F8,F_SP:F8_other,F_SP:F8_NAME,F_SP:F9,F_SP:F9_other,F_SP:F9_NAME,F_SP:F10,F_SP:F10_other,F_SP:F10_NAME,F_COVER:F_FRAC_FINAL,F_COVER:F_REP_NOTE2,F_COVER:F_SP1_COVER,F_COVER:F_SP2_COVER,F_COVER:F_SP3_COVER,F_COVER:F_SP4_COVER,F_COVER:F_SP5_COVER,F_COVER:F_SP6_COVER,F_COVER:F_SP7_COVER,F_COVER:F_SP8_COVER,F_COVER:F_SP9_COVER,F_COVER:F_SP10_COVER,F_COVER:TOTAL_F_COVER,F_COVER:F_COMPARE,F_COVER:F_COMPARE_ROUND,F_COVER:F_COMPARISON,CENTRE_GPS3:Latitude,CENTRE_GPS3:Longitude,CENTRE_GPS3:Altitude,CENTRE_GPS3:Accuracy,OFFSET3:OFFSET_DIRECTION3,OFFSET3:OFFSET_GPS3:Latitude,OFFSET3:OFFSET_GPS3:Longitude,OFFSET3:OFFSET_GPS3:Altitude,OFFSET3:OFFSET_GPS3:Accuracy,EXT_GPS_COORD_CENTRE4:EXT_GPS_COORD_CENTRE_LAT4,EXT_GPS_COORD_CENTRE4:EXT_GPS_COORD_CENTRE_LONG4,EXT_GPS_COORD_OFFSET4:OFFSET_DIRECTION4,EXT_GPS_COORD_OFFSET4:EXT_GPS_COORD_OFFSET_LAT4,EXT_GPS_COORD_OFFSET4:EXT_GPS_COORD_OFFSET_LONG4,HEIGHT_ESTIMATE:GRASS_HEIGHT,HEIGHT_ESTIMATE:TREE_HEIGHT,GROUP_NOTES:TRAN_COMMENT,GROUP_NOTES:DEV_NOTE,TO_DO_LIST:OTHER_SPECIES,TO_DO_LIST:INTEGRATED,TO_DO_LIST:BASAL,TO_DO_LIST:WOODY_THICK,meta:instanceID,meta:instanceName
2021-03-04T10:21:17.324+09:30,2021-03-05T11:16:02.581+09:30,collect:GUMTrNFGjSO95gJG,3/4/2021,,Rob_McGregor,,Chris_Obst,,Non_Pastoral,NP_prop_new,Muffin_top,NP_existing,HSF01A,HSF01A,https://pgb-bas14.nt.gov.au:8443/ODKAggregate/view/binaryData?blobKey=RMB_STAR_TRANSECT%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa2f778c1-6724-4c65-97ad-64295983bac9%5D%2FGROUP_SITE_PHOTO%3APHOTO_OFF,now_device,-12.4684146,131.0310819,109.7558248,4.551,north,-12.4690629,131.0309124,109.5745891,4.551,,,,,,https://pgb-bas14.nt.gov.au:8443/ODKAggregate/view/binaryData?blobKey=RMB_STAR_TRANSECT%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa2f778c1-6724-4c65-97ad-64295983bac9%5D%2FGROUP_TRAN_PHOTO%3APHOTO_C,https://pgb-bas14.nt.gov.au:8443/ODKAggregate/view/binaryData?blobKey=RMB_STAR_TRANSECT%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa2f778c1-6724-4c65-97ad-64295983bac9%5D%2FGROUP_TRAN_PHOTO%3APHOTO_N,https://pgb-bas14.nt.gov.au:8443/ODKAggregate/view/binaryData?blobKey=RMB_STAR_TRANSECT%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa2f778c1-6724-4c65-97ad-64295983bac9%5D%2FGROUP_TRAN_PHOTO%3APHOTO_NE,https://pgb-bas14.nt.gov.au:8443/ODKAggregate/view/binaryData?blobKey=RMB_STAR_TRANSECT%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa2f778c1-6724-4c65-97ad-64295983bac9%5D%2FGROUP_TRAN_PHOTO%3APHOTO_SW,https://pgb-bas14.nt.gov.au:8443/ODKAggregate/view/binaryData?blobKey=RMB_STAR_TRANSECT%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa2f778c1-6724-4c65-97ad-64295983bac9%5D%2FGROUP_TRAN_PHOTO%3APHOTO_S,https://pgb-bas14.nt.gov.au:8443/ODKAggregate/view/binaryData?blobKey=RMB_STAR_TRANSECT%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa2f778c1-6724-4c65-97ad-64295983bac9%5D%2FGROUP_TRAN_PHOTO%3APHOTO_SE,https://pgb-bas14.nt.gov.au:8443/ODKAggregate/view/binaryData?blobKey=RMB_STAR_TRANSECT%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa2f778c1-6724-4c65-97ad-64295983bac9%5D%2FGROUP_TRAN_PHOTO%3APHOTO_NW,north-south,100,https://pgb-bas14.nt.gov.au:8443/ODKAggregate/view/formMultipleValue?formId=RMB_STAR_TRANSECT%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa2f778c1-6724-4c65-97ad-64295983bac9%5D%2FREPEAT_points_1,1,6,1,0,82,0,0,2,0,1,0,7,73,2,4,3,18,3,1,0,96,,northeast-southwest,100,https://pgb-bas14.nt.gov.au:8443/ODKAggregate/view/formMultipleValue?formId=RMB_STAR_TRANSECT%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa2f778c1-6724-4c65-97ad-64295983bac9%5D%2FREPEAT_points_2,0,14,0,0,78,0,0,1,1,1,1,4,65,0,8,2,25,1,0,0,99,,southeast-northwest,100,https://pgb-bas14.nt.gov.au:8443/ODKAggregate/view/formMultipleValue?formId=RMB_STAR_TRANSECT%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa2f778c1-6724-4c65-97ad-64295983bac9%5D%2FREPEAT_points_3,1,19,0,0,73,0,0,2,0,0,2,3,44,11,1,11,33,0,1,0,99,,2,0,1,39,233,0,0,5,1,2,3,14,230,14,77.67,8.333333333,8.33,2.666666667,0.666666667,5,32,8,60,100,representative,,,,,,,100,not_representative,30,0.00E+00,70,100,0,,northern,Chrysopogon-latifolius,,,Chrysopogon-latifolius,,Chrysopogon-latifolius,Chrysopogon-latifolius,,Chrysopogon-latifolius,Aristida-latifolia,,Aristida-latifolia,,,,,,,,,,,,,,,,,,,,,,30,,10,15,5,,,,,,,,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f-other,Canavalia rosa,Canavalia rosa,f-other,Spemacoce leptoloba,Spemacoce leptoloba,,,,,,,,,,,,,,,,,,,,,,,,,70,,50,20,,,,,,,,,70,0,0,,,,,,,,,,,,,,,,0.4,12,,,,yes,yes,no,uuid:a2f778c1-6724-4c65-97ad-64295983bac9,Star_Transect_HSF01A_2021-03-04
2021-03-09T14:36:38.268+09:30,2021-03-10T10:50:53.698+09:30,collect:J4uqGTakDrlzIXQJ,3/9/2021,,John_Targett,,Rob_McGregor,,Barkly,Banka_Banka_East,,BKE23A,,BKE23A,https://pgb-bas14.nt.gov.au:8443/ODKAggregate/view/binaryData?blobKey=RMB_STAR_TRANSECT%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7e744c77-2a41-4505-9d63-ced17c195d60%5D%2FGROUP_SITE_PHOTO%3APHOTO_OFF,now_gps,,,,,,,,,,north,-12.1251285,130.12545,-12.12345,130.12355,https://pgb-bas14.nt.gov.au:8443/ODKAggregate/view/binaryData?blobKey=RMB_STAR_TRANSECT%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7e744c77-2a41-4505-9d63-ced17c195d60%5D%2FGROUP_TRAN_PHOTO%3APHOTO_C,https://pgb-bas14.nt.gov.au:8443/ODKAggregate/view/binaryData?blobKey=RMB_STAR_TRANSECT%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7e744c77-2a41-4505-9d63-ced17c195d60%5D%2FGROUP_TRAN_PHOTO%3APHOTO_N,https://pgb-bas14.nt.gov.au:8443/ODKAggregate/view/binaryData?blobKey=RMB_STAR_TRANSECT%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7e744c77-2a41-4505-9d63-ced17c195d60%5D%2FGROUP_TRAN_PHOTO%3APHOTO_NE,https://pgb-bas14.nt.gov.au:8443/ODKAggregate/view/binaryData?blobKey=RMB_STAR_TRANSECT%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7e744c77-2a41-4505-9d63-ced17c195d60%5D%2FGROUP_TRAN_PHOTO%3APHOTO_SW,https://pgb-bas14.nt.gov.au:8443/ODKAggregate/view/binaryData?blobKey=RMB_STAR_TRANSECT%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7e744c77-2a41-4505-9d63-ced17c195d60%5D%2FGROUP_TRAN_PHOTO%3APHOTO_S,https://pgb-bas14.nt.gov.au:8443/ODKAggregate/view/binaryData?blobKey=RMB_STAR_TRANSECT%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7e744c77-2a41-4505-9d63-ced17c195d60%5D%2FGROUP_TRAN_PHOTO%3APHOTO_SE,https://pgb-bas14.nt.gov.au:8443/ODKAggregate/view/binaryData?blobKey=RMB_STAR_TRANSECT%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7e744c77-2a41-4505-9d63-ced17c195d60%5D%2FGROUP_TRAN_PHOTO%3APHOTO_NW,north-south,100,https://pgb-bas14.nt.gov.au:8443/ODKAggregate/view/formMultipleValue?formId=RMB_STAR_TRANSECT%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7e744c77-2a41-4505-9d63-ced17c195d60%5D%2FREPEAT_points_1,0,1,7,0,0,0,21,17,8,14,27,5,0,0,1,0,99,0,0,0,100,,southeast-northwest,100,https://pgb-bas14.nt.gov.au:8443/ODKAggregate/view/formMultipleValue?formId=RMB_STAR_TRANSECT%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7e744c77-2a41-4505-9d63-ced17c195d60%5D%2FREPEAT_points_2,0,1,14,1,0,0,23,12,9,17,22,1,0,1,1,0,98,1,1,0,98,,northeast-southwest,100,https://pgb-bas14.nt.gov.au:8443/ODKAggregate/view/formMultipleValue?formId=RMB_STAR_TRANSECT%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7e744c77-2a41-4505-9d63-ced17c195d60%5D%2FREPEAT_points_3,0,5,10,1,0,0,24,17,13,17,13,0,0,2,2,0,96,1,4,1,94,,0,24,9,7,0,0,68,46,30,48,62,6,15,13.33,0,86.66666667,86.67,36,38.66666667,12,41.54,44.62,13.85,100,representative,,,,,,,100.01,not_representative,42,44,14,100,0,,southern,Eragrostis-xerophila,,,Eragrostis-xerophila,,Eragrostis-xerophila,Chrysopogon-fallax,,Chrysopogon-fallax,,,,,,,,,,,,,,,,,,,,,,,,,42,,22,20,,,,,,,,,42,0,0,,,,Enneapogon-polyphyllus,,Enneapogon-polyphyllus,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,44,,,,,,,,,,44,0,0,,,,Calotis-hispidula,,Calotis-hispidula,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,14,,,,,,,,,,14,0,0,,,,,,,,,,,,,,,,0.6,12,,,,yes,no,yes,uuid:7e744c77-2a41-4505-9d63-ced17c195d60,Star_Transect_BKE23A_2021-03-09
