"START","END","DEVICEID","TODAY","OFFICER_ONE:LOGO","OFFICER_ONE:RECORDER","OFFICER_ONE:OTHER_RECORDER","DISTRICT","PROP:PROPERTY","PROP:NOT_PASTORAL_NAME2","GROUP_SITE:SITE","GROUP_SITE:SITE_TEXT","GROUP_SITE:SITE_FINAL","GPS_SELECT","CENTRE_GPS1:Latitude","CENTRE_GPS1:Longitude","CENTRE_GPS1:Altitude","CENTRE_GPS1:Accuracy","GPS_COORD2:GPS_COORD2","GPS_COORD2:GPS_COORD_LONG2","LOCATION_FACTOR","Location_1:LOCATION1_LABEL","Location_1:LOCATION1_TREE_LIVE","Location_1:LOCATION1_TREE_DEAD","Location_1:LOCATION1_SHRUB_LIVE","Location_1:LOCATION1_SHRUB_DEAD","Location_2:LOCATION2_LABEL","Location_2:LOCATION2_TREE_LIVE","Location_2:LOCATION2_TREE_DEAD","Location_2:LOCATION2_SHRUB_LIVE","Location_2:LOCATION2_SHRUB_DEAD","Location_3:LOCATION3_LABEL","Location_3:LOCATION3_TREE_LIVE","Location_3:LOCATION3_TREE_DEAD","Location_3:LOCATION3_SHRUB_LIVE","Location_3:LOCATION3_SHRUB_DEAD","Location_4:LOCATION4_LABEL","Location_4:LOCATION4_TREE_LIVE","Location_4:LOCATION4_TREE_DEAD","Location_4:LOCATION4_SHRUB_LIVE","Location_4:LOCATION4_SHRUB_DEAD","Location_5:LOCATION5_LABEL","Location_5:LOCATION5_TREE_LIVE","Location_5:LOCATION5_TREE_DEAD","Location_5:LOCATION5_SHRUB_LIVE","Location_5:LOCATION5_SHRUB_DEAD","Location_6:LOCATION6_LABEL","Location_6:LOCATION6_TREE_LIVE","Location_6:LOCATION6_TREE_DEAD","Location_6:LOCATION6_SHRUB_LIVE","Location_6:LOCATION6_SHRUB_DEAD","Location_7:LOCATION7_LABEL","Location_7:LOCATION7_TREE_LIVE","Location_7:LOCATION7_TREE_DEAD","Location_7:LOCATION7_SHRUB_LIVE","Location_7:LOCATION7_SHRUB_DEAD","BA_ADULT_TREES","BA_ADULT_SHRUBS","BA_ADULT_TREES_ROUND","BA_ADULT_SHRUBS_ROUND","BA_TOTAL","VEG_LIST","TS_SP:TS_REP_NOTE","TS_SP:TS_LIST_C","TS_SP:TS_LIST_N","TS_SP:TS_LIST_S","TS_SP:TS_LIST_CONCAT","TS_SP:TS_LIST_FINAL","TS_SP:TS1","TS_SP:TS2","TS_SP:TS3","TS_SP:TS4","TS_SP:TS5","TS_SP:TS_OTHER1","TS_SP:TS_OTHER2","TS_SP:TS_OTHER3","TS_SP:TS_OTHER4","TS_SP:TS_OTHER5","SB_SP:SB_REP_NOTE","SB_SP:SB_LIST_C","SB_SP:SB_LIST_N","SB_SP:SB_LIST_S","SB_SP:SB_LIST_CONCAT","SB_SP:SB_LIST_FINAL","SB_SP:SB1","SB_SP:SB2","SB_SP:SB3","SB_SP:SB4","SB_SP:SB5","SB_SP:SB_OTHER1","SB_SP:SB_OTHER2","SB_SP:SB_OTHER3","SB_SP:SB_OTHER4","SB_SP:SB_OTHER5","NOTES:BASAL_NOTES","NOTES:DEV_NOTE","GPS3:Latitude","GPS3:Longitude","GPS3:Altitude","GPS3:Accuracy","GPS4:GPS4_LAT","GPS4:GPS4_LONG","TO_DO_LIST:OTHER_SPECIES","meta:instanceID","meta:instanceName"
"2021-03-04T12:44:23.042+09:30","2021-03-04T15:28:36.727+09:30","collect:GUMTrNFGjSO95gJG","2021-03-04",,"Chris_Obst",,"Non_Pastoral","NP_prop_new",,"NP_existing","HSF01A","HSF01A","now_device","-12.4690548000","131.0309516000","105.0375568100","4.8030000000",,,"2.5","Centre-50m","15.0000000000","1.0000000000","0E-10","0E-10","North-25m","15.0000000000","0E-10","0E-10","0E-10","North-East-75m","21.0000000000","0E-10","0E-10","0E-10","South-East-25m","12.0000000000","0E-10","0E-10","0E-10","South-75m","15.0000000000","0E-10","0E-10","0E-10","South-West-25m","15.0000000000","0E-10","0E-10","0E-10","North-West-75m","15.0000000000","0E-10","0E-10","0E-10","38.92935","0","38.93","0","38.93","northern",,"","other1 Eucalyptus-miniata Eucalyptus-tetrodonta Corymbia-sp.","","other1 Eucalyptus-miniata Eucalyptus-tetrodonta Corymbia-sp.","other1 Eucalyptus-miniata Eucalyptus-tetrodonta Corymbia-sp.","other1","Eucalyptus-miniata","Eucalyptus-tetrodonta","Corymbia-sp.",,"Callitris intratopica",,,,,,"","","",,,,,,,,,,,,,,,,,,,,,,"uuid:f343b086-4516-49fe-96db-bdf002e956a2","Basal_Sweep_HSF01A_2021-03-04"
